State,County,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Wisconsin,Shawano,04/13/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Wisconsin,Shawano,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Florida,Osceola,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Montana,Yellowstone,04/13/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Montana,Gallatin,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Montana,Gallatin,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Alabama,Elmore,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Maryland,Prince George's,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
North Dakota,Burleigh,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
New Hampshire,Grafton,03/27/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Massachusetts,Bristol,04/17/2023,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,NWDP/USGS
Massachusetts,Bristol,04/17/2023,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,NWDP/USGS
Arizona,Coconino,04/17/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Arizona,Coconino,04/17/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Arizona,Coconino,04/17/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Arizona,Coconino,04/17/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
New York,Seneca,04/11/2023,EA/AM H5N1,Turkey vulture,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,San Diego,11/25/2022,EA/AM H5N1,Black-crowned night heron,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,San Diego,11/25/2022,EA H5N1,White-faced ibis,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Oregon,Polk,04/18/2023,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Lake,11/22/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Massachusetts,Barnstable,03/30/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Arizona,Maricopa,04/19/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,Private (non-government) submission
Arizona,Maricopa,04/19/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,Private (non-government) submission
Maine,Penobscot,12/16/2022,EA/AM H5,Mallard,Wild bird,Live bird,NWDP
Ohio,Ottawa,04/07/2023,EA H5,American black duck,Wild bird,Live bird,NWDP
Massachusetts,Bristol,04/13/2023,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Bristol,04/13/2023,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,NWDP
Massachusetts,Bristol,04/13/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Montana,Gallatin,04/19/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,MT FWP
Oregon,Coos,04/19/2023,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Coos,04/19/2023,EA/AM H5N1,Sanderling,Wild bird,Morbidity/Mortality,OR DFW
South Dakota,Minnehaha,04/20/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,SD GFP
South Dakota,Minnehaha,04/20/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,SD GFP
New York,Washington,04/20/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
Nevada,Washoe,04/20/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NV DOW
Arizona,Maricopa,04/19/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,Private (non-government) submission
Alaska,Matanuska-Susitna,11/16/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Blue-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Texas,Jefferson,11/18/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Arizona,Coconino,04/24/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Arizona,Coconino,04/24/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Arizona,Coconino,04/24/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Arizona,Coconino,04/24/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Idaho,Gooding,12/12/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Arizona,Coconino,04/24/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Washington,King,11/23/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Washington,King,11/23/2022,EA H5,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,04/24/2023,EA/AM H5N1,American black duck,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Idaho,Elmore,04/24/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Georgia,Calhoun,04/13/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Alabama,Madison,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Illinois,Macon,04/13/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Maryland,Queen Anne's,04/13/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Washington,Jefferson,04/13/2023,EA H5,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Colorado,Larimer,04/14/2023,EA H5N1,Turkey vulture,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Arkansas,Prairie,04/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,04/24/2023,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,04/24/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,04/24/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,04/24/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Virginia,Henrico,04/24/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Santa Cruz,04/20/2023,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
New York,Warren,04/25/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
New York,Columbia,04/25/2023,EA/AM H5N1,Red-shouldered hawk,Wild bird,Morbidity/Mortality,NY DEC
Wyoming,Converse,04/25/2023,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,WY GFD
Washington,Skagit,12/22/2022,EA/AM H5N1,Barn owl,Wild bird,Morbidity/Mortality,WA DFW
Oregon,Lincoln,01/12/2023,EA H5N1,Gull (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Idaho,Ada,04/28/2023,EA/AM H5N1,Barn owl,Wild bird,Morbidity/Mortality,ID Fish and Game
Idaho,Ada,04/28/2023,EA/AM H5N1,Barn owl,Wild bird,Morbidity/Mortality,ID Fish and Game
Idaho,Ada,04/28/2023,EA H5,Eastern screech owl,Wild bird,Morbidity/Mortality,ID Fish and Game
Arkansas,Benton,04/26/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,AR GFC
South Dakota,Beadle,04/27/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,SD GFP
Maine,Cumberland,04/28/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,ME DIFW
California,Ventura,04/28/2023,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Kansas,Finney,04/28/2023,EA/AM H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
North Carolina,Dare,04/28/2023,EA H5N1,Razorbill (unidentified),Wild bird,Morbidity/Mortality,SCWDS
North Carolina,Dare,04/28/2023,EA H5N1,Razorbill (unidentified),Wild bird,Morbidity/Mortality,SCWDS
Colorado,Denver,02/01/2023,EA H5,Mallard,Wild bird,Agency harvest,NWDP
California,Alameda,05/05/2023,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,NWDP
Georgia,Hart,10/11/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Alabama,Limestone,05/02/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Florida,St. Johns,05/03/2023,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Idaho,Gooding,04/24/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Maine,Penobscot,05/02/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Maine,Penobscot,05/02/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Columbia,05/04/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Oregon,Lake,11/22/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Louisiana,Richland,04/24/2023,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
New York,Columbia,05/02/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Erie,05/02/2023,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NY DEC
New York,Wyoming,05/02/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
Montana,Madison,05/02/2023,EA H5N1,Magpie (unidentified),Wild bird,Morbidity/Mortality,MT FWP
Alabama,Sumter,12/20/2022,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,AL DCNR/AL Dept of Ag/NWDP
Alabama,Sumter,12/20/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,AL DCNR/AL Dept of Ag/NWDP
Alabama,Shelby,01/03/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,AL DCNR/AL Dept of Ag/NWDP
Maryland,Dorchester,05/03/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Arizona,Coconino,05/03/2023,EA H5N1,California condor,Wild bird,Morbidity/Mortality,USFWS
Wisconsin,Sheboygan,05/05/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
Wyoming,Sweetwater,05/05/2023,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Platte,05/05/2023,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Fremont,05/08/2023,EA H5N1,Cooper's hawk,Wild bird,Morbidity/Mortality,WY GFD
New York,Wyoming,05/08/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
New York,Erie,05/08/2023,EA/AM H5N1,American crow,Wild bird,Morbidity/Mortality,NY DEC
New York,Dutchess,05/08/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NY DEC
Oregon,Morrow,05/09/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5N1,Northern pintail,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5,American green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA/AM H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5N1,American green-winged teal,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
New York,Seneca,05/15/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
California,Yolo,02/24/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Yolo,02/24/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
New York,Erie,05/15/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Texas,Orange,05/16/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
California,Los Angeles,04/13/2023,EA H5N1,Western gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Alabama,Tallapoosa,12/20/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AL DCNR/AL Dept of Ag/NWDP
Alabama,Lauderdale,12/20/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,AL DCNR/AL Dept of Ag/NWDP
New York,Ontario,05/09/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
Colorado,Moffat,05/11/2023,EA H5N1,Swainson's hawk,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
New York,Schuyler,05/11/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
Oregon,Wallowa,05/11/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,OR DFW
Wyoming,Johnson,05/15/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Minnesota,Scott,05/17/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Minnesota,Scott,05/17/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Belknap,03/15/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
New Hampshire,Sullivan,05/17/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Texas,Jefferson,05/17/2023,EA/AM H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Illinois,Macon,05/03/2023,EA/AM H5N1,Bald eagle,Captive wild bird,Morbidity/Mortality,SCWDS/USFWS National Eagle Repository
New Jersey,Essex,02/17/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,Private (non-government) submission
New York,Erie,02/28/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New York,Erie,02/28/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New York,Erie,02/28/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New York,Erie,02/28/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New York,Erie,02/28/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New York,Seneca,02/10/2023,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New York,Erie,02/28/2023,EA H5,Mallard,Wild bird,Live bird,NWDP
Massachusetts,Plymouth,11/15/2022,EA H5N1,Mute swan,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Plymouth,11/15/2022,EA H5N1,Common eider,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Barnstable,02/14/2023,EA H5N5,Great black-backed gull,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Barnstable,02/14/2023,EA H5N1,Great black-backed gull,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Barnstable,02/14/2023,EA H5N1,Great black-backed gull,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Barnstable,02/14/2023,EA H5N1,Great black-backed gull,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Barnstable,02/14/2023,EA H5N1,Great black-backed gull,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Barnstable,02/14/2023,EA H5N5,Great black-backed gull,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
